Mobile_name,Brand,Price,OS,Usage,Reviews,Purchase_link,Sentiment_Score
iPhone 17 Pro,Apple,31129.94,iOS,casual,"Average audio performance paired with a stable design suitable for casual users.||Average usability performance paired with a stable audio suitable for casual users.||The usability is horrible and the heating makes the entire device annoying to use.||Average usability performance paired with a stable display suitable for casual users.||Very frustrating screen and the camera constantly lags making usage extremely irritating.||The heating is fine and the portability works decently for normal tasks daily.||Worst battery ever and the heating completely ruins the experience every minute.||The camera underperforms sometimes and the software feels weaker than expected overall.||The display is fine and the camera works decently for normal tasks daily.||Moderate software and acceptable display, suitable for everyday simple activities.||Unexpectedly impressive charging quality and the portability works flawlessly even under stress.",https://www.flipkart.com/apple-phones,60.0
Oppo Reno 12,Oppo,156182.64,Android,gaming,"Very frustrating battery and the usability constantly lags making usage extremely irritating.||Disappointed with the slow performance and the battery which struggles during long use.||Wow, the charging performance and the display efficiency were much better than expected.||Disappointed with the slow performance and the design which struggles during long use.||The screen is impressive and the software performance feels smooth during everyday use.||The audio is poor and the usability does not offer good reliability sadly.||Amazing surprise with the excellent heating and the software functioning smoothly always.||Worst battery ever and the usability completely ruins the experience every minute.||Very frustrating performance and the software constantly lags making usage extremely irritating.||Did not expect such great charging and battery, this phone truly shocked me.||Bad software with extremely poor charging, this phone should be avoided at all costs.",https://www.flipkart.com/oppo-phones,30.0
Oppo Find X7 Pro,Oppo,133485.32,Android,photography,"Surprisingly strong display and the camera performs far better than I expected initially.||Nothing special but camera and screen work normally for basic phone requirements.||Average audio performance paired with a stable software suitable for casual users.||Weak display paired with inconsistent performance results in an unsatisfying experience daily.||Excellent design quality and the charging makes the phone enjoyable for long usage.||I love the reliable audio and the usability works perfectly in all situations.||Amazing usability and audio combination, making this phone feel premium and fast.||Amazing surprise with the excellent audio and the battery functioning smoothly always.||Bad display with extremely poor camera, this phone should be avoided at all costs.||Very happy with the strong portability and the screen experience every single day.||Wow, the screen performance and the battery efficiency were much better than expected.||I love the reliable battery and the screen works perfectly in all situations.||Excellent portability quality and the charging makes the phone enjoyable for long usage.",https://www.flipkart.com/oppo-phones,70.0
Vivo X100 Pro,Vivo,31539.0,Android,casual,"Disappointed with the slow portability and the performance which struggles during long use.||The charging underperforms sometimes and the software feels weaker than expected overall.||Very happy with the strong audio and the heating experience every single day.||The performance underperforms sometimes and the portability feels weaker than expected overall.||Weak display paired with inconsistent screen results in an unsatisfying experience daily.||Very happy with the strong charging and the camera experience every single day.||Nothing special but audio and display work normally for basic phone requirements.||Terrible charging performance and the camera feels broken, this phone is unacceptable.||Terrible portability performance and the screen feels broken, this phone is unacceptable.||Did not expect such great software and display, this phone truly shocked me.",https://www.flipkart.com/vivo-phones,30.0
Galaxy S25,Samsung,20677.01,Android,gaming,"The design underperforms sometimes and the heating feels weaker than expected overall.||Disappointed with the slow camera and the audio which struggles during long use.||The design underperforms sometimes and the display feels weaker than expected overall.||Excellent usability quality and the display makes the phone enjoyable for long usage.||Disappointed with the slow design and the performance which struggles during long use.||Did not expect such great battery and software, this phone truly shocked me.||Very happy with the strong screen and the performance experience every single day.||Excellent screen quality and the heating makes the phone enjoyable for long usage.||Worst screen ever and the software completely ruins the experience every minute.||Moderate usability and acceptable portability, suitable for everyday simple activities.",https://www.amazon.in/samsung,50.0
Redmi Note 13 Pro,Xiaomi,98613.67,Android,casual,"Very frustrating usability and the display constantly lags making usage extremely irritating.||The performance gives trouble and the battery feels disappointing compared to other phones.||I love the reliable screen and the heating works perfectly in all situations.||The software underperforms sometimes and the design feels weaker than expected overall.||Moderate usability and acceptable display, suitable for everyday simple activities.||Amazing surprise with the excellent design and the software functioning smoothly always.||Wow, the camera performance and the portability efficiency were much better than expected.||Worst charging ever and the performance completely ruins the experience every minute.||Amazing display and usability combination, making this phone feel premium and fast.||Bad audio with extremely poor display, this phone should be avoided at all costs.",https://www.amazon.in/xiaomi,50.0
Pixel 9a,Google,129070.55,Android,entertainment,"The charging is horrible and the display makes the entire device annoying to use.||Terrible display performance and the usability feels broken, this phone is unacceptable.||Weak audio paired with inconsistent usability results in an unsatisfying experience daily.||Nothing special but display and camera work normally for basic phone requirements.||Did not expect such great usability and design, this phone truly shocked me.||Amazing surprise with the excellent performance and the audio functioning smoothly always.||The camera is horrible and the usability makes the entire device annoying to use.||Amazing battery and usability combination, making this phone feel premium and fast.||The heating underperforms sometimes and the audio feels weaker than expected overall.||Very frustrating camera and the heating constantly lags making usage extremely irritating.||Bad battery with extremely poor heating, this phone should be avoided at all costs.||Very happy with the strong charging and the audio experience every single day.||The camera is fine and the audio works decently for normal tasks daily.||Amazing surprise with the excellent audio and the screen functioning smoothly always.",https://www.flipkart.com/google-phones,40.0
Pixel 8,Google,76356.3,Android,photography,"Terrible display performance and the software feels broken, this phone is unacceptable.||The usability feels okay and the design delivers a standard experience overall.||Very frustrating usability and the display constantly lags making usage extremely irritating.||Disappointed with the slow design and the audio which struggles during long use.||Surprisingly strong audio and the display performs far better than I expected initially.||Moderate audio and acceptable portability, suitable for everyday simple activities.||The performance is horrible and the screen makes the entire device annoying to use.||Amazing surprise with the excellent audio and the camera functioning smoothly always.||Bad screen with extremely poor display, this phone should be avoided at all costs.||The usability feels okay and the screen delivers a standard experience overall.||Amazing screen and display combination, making this phone feel premium and fast.",https://www.flipkart.com/google-phones,50.0
Galaxy S25,Samsung,147761.59,Android,photography,"Terrible software performance and the usability feels broken, this phone is unacceptable.||Surprisingly strong design and the performance performs far better than I expected initially.||Weak software paired with inconsistent charging results in an unsatisfying experience daily.||Amazing surprise with the excellent heating and the audio functioning smoothly always.||Amazing surprise with the excellent design and the audio functioning smoothly always.||Nothing special but performance and charging work normally for basic phone requirements.||Nothing special but camera and performance work normally for basic phone requirements.||Nothing special but performance and software work normally for basic phone requirements.||Bad battery with extremely poor heating, this phone should be avoided at all costs.||Nothing special but heating and battery work normally for basic phone requirements.",https://www.amazon.in/samsung,40.0
Vivo X100 Pro,Vivo,164934.03,Android,productivity,"Excellent camera quality and the portability makes the phone enjoyable for long usage.||Disappointed with the slow portability and the audio which struggles during long use.||Average performance performance paired with a stable camera suitable for casual users.||The heating is poor and the screen does not offer good reliability sadly.||The heating is horrible and the battery makes the entire device annoying to use.||Terrible battery performance and the audio feels broken, this phone is unacceptable.||Unexpectedly impressive charging quality and the screen works flawlessly even under stress.||Did not expect such great audio and charging, this phone truly shocked me.||Disappointed with the slow charging and the portability which struggles during long use.||The battery gives trouble and the audio feels disappointing compared to other phones.",https://www.flipkart.com/vivo-phones,40.0
Xiaomi 14,Xiaomi,57047.21,Android,gaming,"Did not expect such great audio and design, this phone truly shocked me.||Bad camera with extremely poor design, this phone should be avoided at all costs.||I love the reliable design and the charging works perfectly in all situations.||The software is impressive and the portability performance feels smooth during everyday use.||Disappointed with the slow screen and the display which struggles during long use.||Weak battery paired with inconsistent audio results in an unsatisfying experience daily.||The portability gives trouble and the performance feels disappointing compared to other phones.||Very happy with the strong display and the portability experience every single day.||The heating is poor and the display does not offer good reliability sadly.||I love the reliable usability and the display works perfectly in all situations.||The portability underperforms sometimes and the design feels weaker than expected overall.||Excellent portability quality and the audio makes the phone enjoyable for long usage.||Very frustrating audio and the camera constantly lags making usage extremely irritating.||Bad portability with extremely poor design, this phone should be avoided at all costs.||The design is poor and the camera does not offer good reliability sadly.",https://www.amazon.in/xiaomi,40.0
iPhone 17,Apple,148721.33,iOS,photography,"Weak design paired with inconsistent camera results in an unsatisfying experience daily.||Very happy with the strong screen and the software experience every single day.||Very happy with the strong portability and the battery experience every single day.||The audio underperforms sometimes and the battery feels weaker than expected overall.||Nothing special but design and audio work normally for basic phone requirements.||Very happy with the strong screen and the audio experience every single day.||The portability is horrible and the software makes the entire device annoying to use.||Terrible audio performance and the battery feels broken, this phone is unacceptable.||Surprisingly strong usability and the performance performs far better than I expected initially.||Unexpectedly impressive software quality and the charging works flawlessly even under stress.||The portability is poor and the charging does not offer good reliability sadly.||Moderate charging and acceptable screen, suitable for everyday simple activities.",https://www.flipkart.com/apple-phones,50.0
Pixel 9a,Google,60947.0,Android,entertainment,"Average heating performance paired with a stable audio suitable for casual users.||Worst battery ever and the screen completely ruins the experience every minute.||Wow, the charging performance and the battery efficiency were much better than expected.||Surprisingly strong screen and the design performs far better than I expected initially.||The performance gives trouble and the display feels disappointing compared to other phones.||Very happy with the strong screen and the portability experience every single day.||Did not expect such great audio and camera, this phone truly shocked me.||The camera is poor and the audio does not offer good reliability sadly.||The audio is impressive and the camera performance feels smooth during everyday use.||Surprisingly strong software and the battery performs far better than I expected initially.||Did not expect such great heating and screen, this phone truly shocked me.||Bad portability with extremely poor camera, this phone should be avoided at all costs.",https://www.flipkart.com/google-phones,60.0
Oppo Find X7 Pro,Oppo,100835.26,Android,productivity,"The camera is poor and the screen does not offer good reliability sadly.||The design gives trouble and the software feels disappointing compared to other phones.||The battery feels okay and the portability delivers a standard experience overall.||Bad camera with extremely poor heating, this phone should be avoided at all costs.||Weak heating paired with inconsistent design results in an unsatisfying experience daily.||Disappointed with the slow portability and the screen which struggles during long use.||Did not expect such great heating and display, this phone truly shocked me.||Wow, the portability performance and the heating efficiency were much better than expected.||Unexpectedly impressive portability quality and the performance works flawlessly even under stress.||Amazing surprise with the excellent audio and the screen functioning smoothly always.||Nothing special but screen and heating work normally for basic phone requirements.",https://www.flipkart.com/oppo-phones,40.0
OnePlus 12,OnePlus,121796.37,Android,entertainment,"The audio is horrible and the battery makes the entire device annoying to use.||The display gives trouble and the software feels disappointing compared to other phones.||The audio is fine and the design works decently for normal tasks daily.||Wow, the charging performance and the usability efficiency were much better than expected.||Very happy with the strong performance and the heating experience every single day.||Surprisingly strong screen and the design performs far better than I expected initially.||Wow, the screen performance and the heating efficiency were much better than expected.||Did not expect such great usability and performance, this phone truly shocked me.||The heating is fine and the screen works decently for normal tasks daily.||The performance underperforms sometimes and the charging feels weaker than expected overall.||Amazing surprise with the excellent screen and the design functioning smoothly always.||Worst charging ever and the usability completely ruins the experience every minute.||Amazing surprise with the excellent heating and the battery functioning smoothly always.||Terrible charging performance and the software feels broken, this phone is unacceptable.",https://www.amazon.in/oneplus,60.0
iPhone 17,Apple,113335.62,iOS,gaming,"Amazing surprise with the excellent software and the portability functioning smoothly always.||The battery gives trouble and the software feels disappointing compared to other phones.||Weak performance paired with inconsistent portability results in an unsatisfying experience daily.||Amazing usability and battery combination, making this phone feel premium and fast.||Bad usability with extremely poor audio, this phone should be avoided at all costs.||The portability gives trouble and the screen feels disappointing compared to other phones.||The charging feels okay and the software delivers a standard experience overall.||The heating is poor and the usability does not offer good reliability sadly.||Very happy with the strong charging and the portability experience every single day.||The camera underperforms sometimes and the battery feels weaker than expected overall.",https://www.flipkart.com/apple-phones,40.0
OnePlus 13,OnePlus,159780.56,Android,productivity,"Terrible battery performance and the performance feels broken, this phone is unacceptable.||Wow, the audio performance and the design efficiency were much better than expected.||The usability is impressive and the display performance feels smooth during everyday use.||Nothing special but design and heating work normally for basic phone requirements.||The design is poor and the display does not offer good reliability sadly.||Nothing special but audio and portability work normally for basic phone requirements.||The audio is poor and the display does not offer good reliability sadly.||Very happy with the strong battery and the charging experience every single day.||Excellent software quality and the heating makes the phone enjoyable for long usage.||Very frustrating performance and the display constantly lags making usage extremely irritating.||Terrible heating performance and the camera feels broken, this phone is unacceptable.||Surprisingly strong display and the portability performs far better than I expected initially.||The charging is horrible and the screen makes the entire device annoying to use.||Worst portability ever and the usability completely ruins the experience every minute.||Terrible battery performance and the charging feels broken, this phone is unacceptable.",https://www.amazon.in/oneplus,40.0
iPhone 17 Pro,Apple,132563.82,iOS,entertainment,"Did not expect such great audio and camera, this phone truly shocked me.||The portability is fine and the display works decently for normal tasks daily.||Amazing software and camera combination, making this phone feel premium and fast.||Bad performance with extremely poor heating, this phone should be avoided at all costs.||The software is horrible and the performance makes the entire device annoying to use.||The heating underperforms sometimes and the battery feels weaker than expected overall.||Moderate camera and acceptable usability, suitable for everyday simple activities.||The heating is fine and the performance works decently for normal tasks daily.||Excellent audio quality and the heating makes the phone enjoyable for long usage.||The charging is fine and the screen works decently for normal tasks daily.||Wow, the design performance and the audio efficiency were much better than expected.||Unexpectedly impressive screen quality and the battery works flawlessly even under stress.||Average screen performance paired with a stable portability suitable for casual users.||Excellent battery quality and the portability makes the phone enjoyable for long usage.||I love the reliable performance and the design works perfectly in all situations.",https://www.flipkart.com/apple-phones,70.0
OnePlus 13,OnePlus,12254.76,Android,photography,"Very happy with the strong software and the portability experience every single day.||Worst charging ever and the audio completely ruins the experience every minute.||Worst software ever and the audio completely ruins the experience every minute.||Wow, the camera performance and the portability efficiency were much better than expected.||The usability is poor and the camera does not offer good reliability sadly.||Weak charging paired with inconsistent performance results in an unsatisfying experience daily.||Amazing screen and portability combination, making this phone feel premium and fast.||I love the reliable battery and the performance works perfectly in all situations.||Amazing heating and display combination, making this phone feel premium and fast.||The usability is fine and the charging works decently for normal tasks daily.",https://www.amazon.in/oneplus,60.0
Poco X7 Pro,Poco,126023.8,Android,gaming,"The screen is horrible and the camera makes the entire device annoying to use.||Amazing usability and software combination, making this phone feel premium and fast.||Very happy with the strong audio and the camera experience every single day.||The display is poor and the charging does not offer good reliability sadly.||I love the reliable battery and the charging works perfectly in all situations.||Very happy with the strong design and the usability experience every single day.||The portability is fine and the screen works decently for normal tasks daily.||Wow, the design performance and the performance efficiency were much better than expected.||Weak portability paired with inconsistent software results in an unsatisfying experience daily.||The design is poor and the audio does not offer good reliability sadly.||The design feels okay and the charging delivers a standard experience overall.||Unexpectedly impressive battery quality and the display works flawlessly even under stress.||The audio is poor and the software does not offer good reliability sadly.||The charging feels okay and the heating delivers a standard experience overall.",https://www.flipkart.com/poco-mobile-phones-store,60.0
OnePlus 12,OnePlus,29855.36,Android,gaming,"Wow, the audio performance and the usability efficiency were much better than expected.||The usability gives trouble and the display feels disappointing compared to other phones.||Unexpectedly impressive design quality and the software works flawlessly even under stress.||Nothing special but screen and portability work normally for basic phone requirements.||Weak performance paired with inconsistent usability results in an unsatisfying experience daily.||Terrible audio performance and the software feels broken, this phone is unacceptable.||The portability feels okay and the battery delivers a standard experience overall.||The design is impressive and the display performance feels smooth during everyday use.||The display is poor and the heating does not offer good reliability sadly.||Worst design ever and the screen completely ruins the experience every minute.||Very frustrating battery and the audio constantly lags making usage extremely irritating.||Excellent battery quality and the portability makes the phone enjoyable for long usage.||Wow, the portability performance and the screen efficiency were much better than expected.",https://www.amazon.in/oneplus,50.0
iPhone 17,Apple,8716.37,iOS,photography,"The battery underperforms sometimes and the heating feels weaker than expected overall.||Unexpectedly impressive software quality and the display works flawlessly even under stress.||The display underperforms sometimes and the software feels weaker than expected overall.||The charging feels okay and the performance delivers a standard experience overall.||The usability underperforms sometimes and the design feels weaker than expected overall.||I love the reliable portability and the design works perfectly in all situations.||Very happy with the strong performance and the charging experience every single day.||The heating is poor and the design does not offer good reliability sadly.||Very frustrating charging and the screen constantly lags making usage extremely irritating.||The performance is impressive and the screen performance feels smooth during everyday use.||Very frustrating screen and the software constantly lags making usage extremely irritating.||The battery gives trouble and the portability feels disappointing compared to other phones.||The design is poor and the audio does not offer good reliability sadly.||Moderate display and acceptable portability, suitable for everyday simple activities.",https://www.flipkart.com/apple-phones,40.0
Galaxy S25 Ultra,Samsung,18490.62,Android,photography,The screen is poor and the software does not offer good reliability sadly.||The screen is fine and the design works decently for normal tasks daily.||The heating feels okay and the display delivers a standard experience overall.||The performance is horrible and the design makes the entire device annoying to use.||The display underperforms sometimes and the usability feels weaker than expected overall.||Surprisingly strong camera and the charging performs far better than I expected initially.||I love the reliable audio and the camera works perfectly in all situations.||I love the reliable usability and the display works perfectly in all situations.||Average heating performance paired with a stable portability suitable for casual users.||The performance underperforms sometimes and the portability feels weaker than expected overall.||Amazing surprise with the excellent usability and the software functioning smoothly always.||Worst audio ever and the battery completely ruins the experience every minute.,https://www.amazon.in/samsung,60.0
Pixel 8,Google,40666.14,Android,casual,"Very frustrating camera and the heating constantly lags making usage extremely irritating.||I love the reliable screen and the usability works perfectly in all situations.||Surprisingly strong display and the charging performs far better than I expected initially.||Weak performance paired with inconsistent screen results in an unsatisfying experience daily.||The software is impressive and the performance performance feels smooth during everyday use.||Bad heating with extremely poor software, this phone should be avoided at all costs.||Worst portability ever and the battery completely ruins the experience every minute.||The screen underperforms sometimes and the performance feels weaker than expected overall.||I love the reliable heating and the display works perfectly in all situations.||The portability gives trouble and the audio feels disappointing compared to other phones.",https://www.flipkart.com/google-phones,40.0
Realme GT 6,Realme,124215.47,Android,gaming,"I love the reliable screen and the design works perfectly in all situations.||Disappointed with the slow screen and the charging which struggles during long use.||Disappointed with the slow heating and the camera which struggles during long use.||The audio underperforms sometimes and the software feels weaker than expected overall.||Did not expect such great camera and display, this phone truly shocked me.||Very frustrating battery and the usability constantly lags making usage extremely irritating.||Bad software with extremely poor portability, this phone should be avoided at all costs.||Wow, the camera performance and the screen efficiency were much better than expected.||Excellent battery quality and the software makes the phone enjoyable for long usage.||The audio is fine and the screen works decently for normal tasks daily.||Amazing heating and usability combination, making this phone feel premium and fast.||The portability is poor and the usability does not offer good reliability sadly.||Terrible camera performance and the screen feels broken, this phone is unacceptable.",https://www.amazon.in/realme,40.0
Galaxy S25,Samsung,111565.91,Android,entertainment,"The audio gives trouble and the charging feels disappointing compared to other phones.||Wow, the software performance and the battery efficiency were much better than expected.||The camera feels okay and the display delivers a standard experience overall.||Moderate charging and acceptable usability, suitable for everyday simple activities.||Excellent display quality and the software makes the phone enjoyable for long usage.||Worst audio ever and the design completely ruins the experience every minute.||Disappointed with the slow usability and the design which struggles during long use.||I love the reliable battery and the software works perfectly in all situations.||Moderate screen and acceptable usability, suitable for everyday simple activities.||The display is poor and the design does not offer good reliability sadly.||Disappointed with the slow portability and the usability which struggles during long use.||The battery underperforms sometimes and the design feels weaker than expected overall.||Worst usability ever and the display completely ruins the experience every minute.||Surprisingly strong design and the performance performs far better than I expected initially.||Did not expect such great battery and software, this phone truly shocked me.",https://www.amazon.in/samsung,50.0
Vivo V40 Pro,Vivo,97055.16,Android,photography,"The software is fine and the usability works decently for normal tasks daily.||Terrible camera performance and the screen feels broken, this phone is unacceptable.||Amazing charging and battery combination, making this phone feel premium and fast.||The heating is impressive and the performance performance feels smooth during everyday use.||Very happy with the strong audio and the usability experience every single day.||Unexpectedly impressive audio quality and the software works flawlessly even under stress.||Worst design ever and the portability completely ruins the experience every minute.||The display gives trouble and the camera feels disappointing compared to other phones.||Bad usability with extremely poor design, this phone should be avoided at all costs.||Very happy with the strong heating and the camera experience every single day.||Very happy with the strong heating and the software experience every single day.||Moderate heating and acceptable performance, suitable for everyday simple activities.||Terrible audio performance and the battery feels broken, this phone is unacceptable.||Excellent audio quality and the portability makes the phone enjoyable for long usage.||The design gives trouble and the portability feels disappointing compared to other phones.",https://www.flipkart.com/vivo-phones,60.0
Tecno Phantom X3,Tecno,139600.6,Android,gaming,"Did not expect such great camera and audio, this phone truly shocked me.||Unexpectedly impressive software quality and the design works flawlessly even under stress.||Excellent performance quality and the software makes the phone enjoyable for long usage.||The heating is poor and the portability does not offer good reliability sadly.||Unexpectedly impressive screen quality and the usability works flawlessly even under stress.||The usability is impressive and the audio performance feels smooth during everyday use.||Unexpectedly impressive design quality and the camera works flawlessly even under stress.||Disappointed with the slow heating and the charging which struggles during long use.||The heating is poor and the battery does not offer good reliability sadly.||Bad display with extremely poor heating, this phone should be avoided at all costs.||I love the reliable portability and the software works perfectly in all situations.||Terrible software performance and the design feels broken, this phone is unacceptable.",https://www.amazon.in/tecno,50.0
iPhone 17,Apple,61588.89,iOS,entertainment,"The display is impressive and the heating performance feels smooth during everyday use.||Amazing surprise with the excellent camera and the software functioning smoothly always.||Excellent camera quality and the screen makes the phone enjoyable for long usage.||The camera is poor and the heating does not offer good reliability sadly.||Average heating performance paired with a stable design suitable for casual users.||The portability is fine and the audio works decently for normal tasks daily.||Bad battery with extremely poor heating, this phone should be avoided at all costs.||I love the reliable portability and the performance works perfectly in all situations.||Moderate screen and acceptable battery, suitable for everyday simple activities.||The usability feels okay and the heating delivers a standard experience overall.",https://www.flipkart.com/apple-phones,70.0
Galaxy A56,Samsung,110273.69,Android,photography,"Amazing surprise with the excellent audio and the display functioning smoothly always.||Wow, the screen performance and the battery efficiency were much better than expected.||Very happy with the strong battery and the camera experience every single day.||Amazing surprise with the excellent heating and the screen functioning smoothly always.||Worst performance ever and the audio completely ruins the experience every minute.||Weak software paired with inconsistent usability results in an unsatisfying experience daily.||The usability gives trouble and the software feels disappointing compared to other phones.||Moderate performance and acceptable camera, suitable for everyday simple activities.||Wow, the performance performance and the screen efficiency were much better than expected.||The camera is horrible and the heating makes the entire device annoying to use.||The usability underperforms sometimes and the camera feels weaker than expected overall.||Surprisingly strong audio and the portability performs far better than I expected initially.||Average charging performance paired with a stable audio suitable for casual users.||Surprisingly strong camera and the usability performs far better than I expected initially.||Bad audio with extremely poor camera, this phone should be avoided at all costs.",https://www.amazon.in/samsung,60.0
Redmi Note 13 Pro,Xiaomi,8875.78,Android,productivity,"Did not expect such great usability and performance, this phone truly shocked me.||Very frustrating heating and the audio constantly lags making usage extremely irritating.||The heating is poor and the design does not offer good reliability sadly.||Disappointed with the slow heating and the battery which struggles during long use.||Surprisingly strong heating and the performance performs far better than I expected initially.||Nothing special but battery and portability work normally for basic phone requirements.||The display is horrible and the camera makes the entire device annoying to use.||Wow, the performance performance and the heating efficiency were much better than expected.||The portability is impressive and the screen performance feels smooth during everyday use.||Terrible performance performance and the charging feels broken, this phone is unacceptable.||Disappointed with the slow software and the audio which struggles during long use.||The audio feels okay and the display delivers a standard experience overall.||The audio is fine and the charging works decently for normal tasks daily.||The usability gives trouble and the design feels disappointing compared to other phones.||Did not expect such great software and screen, this phone truly shocked me.",https://www.amazon.in/xiaomi,40.0
Galaxy S25,Samsung,93382.36,Android,productivity,"The portability underperforms sometimes and the performance feels weaker than expected overall.||Worst battery ever and the charging completely ruins the experience every minute.||Weak camera paired with inconsistent performance results in an unsatisfying experience daily.||Unexpectedly impressive battery quality and the charging works flawlessly even under stress.||Amazing surprise with the excellent heating and the design functioning smoothly always.||Disappointed with the slow display and the portability which struggles during long use.||Worst software ever and the heating completely ruins the experience every minute.||The performance feels okay and the camera delivers a standard experience overall.||Unexpectedly impressive charging quality and the camera works flawlessly even under stress.||I love the reliable usability and the charging works perfectly in all situations.||Wow, the charging performance and the portability efficiency were much better than expected.||Very happy with the strong display and the audio experience every single day.",https://www.amazon.in/samsung,60.0
iPhone 16,Apple,50628.75,iOS,productivity,"Very frustrating usability and the portability constantly lags making usage extremely irritating.||The charging is horrible and the software makes the entire device annoying to use.||Unexpectedly impressive charging quality and the performance works flawlessly even under stress.||Unexpectedly impressive battery quality and the charging works flawlessly even under stress.||Surprisingly strong design and the performance performs far better than I expected initially.||Very happy with the strong heating and the usability experience every single day.||Bad screen with extremely poor audio, this phone should be avoided at all costs.||The audio gives trouble and the display feels disappointing compared to other phones.||Worst design ever and the software completely ruins the experience every minute.||Very frustrating camera and the screen constantly lags making usage extremely irritating.||Nothing special but design and software work normally for basic phone requirements.||Surprisingly strong performance and the portability performs far better than I expected initially.",https://www.flipkart.com/apple-phones,40.0
iPhone 15,Apple,92513.16,iOS,casual,"Weak display paired with inconsistent heating results in an unsatisfying experience daily.||Amazing heating and performance combination, making this phone feel premium and fast.||Very frustrating battery and the heating constantly lags making usage extremely irritating.||Worst software ever and the portability completely ruins the experience every minute.||Disappointed with the slow usability and the software which struggles during long use.||The audio is poor and the battery does not offer good reliability sadly.||Very happy with the strong heating and the camera experience every single day.||Amazing surprise with the excellent audio and the performance functioning smoothly always.||Terrible camera performance and the display feels broken, this phone is unacceptable.||Moderate camera and acceptable screen, suitable for everyday simple activities.||Average camera performance paired with a stable heating suitable for casual users.||Moderate heating and acceptable performance, suitable for everyday simple activities.",https://www.flipkart.com/apple-phones,40.0
OnePlus 12,OnePlus,98308.06,Android,entertainment,"Amazing display and design combination, making this phone feel premium and fast.||The battery is horrible and the audio makes the entire device annoying to use.||Very frustrating screen and the audio constantly lags making usage extremely irritating.||Bad camera with extremely poor screen, this phone should be avoided at all costs.||Disappointed with the slow battery and the usability which struggles during long use.||Bad charging with extremely poor camera, this phone should be avoided at all costs.||I love the reliable charging and the screen works perfectly in all situations.||The usability is fine and the design works decently for normal tasks daily.||The charging is horrible and the screen makes the entire device annoying to use.||Terrible camera performance and the usability feels broken, this phone is unacceptable.||Bad audio with extremely poor battery, this phone should be avoided at all costs.||Very happy with the strong battery and the usability experience every single day.||Moderate software and acceptable heating, suitable for everyday simple activities.",https://www.amazon.in/oneplus,40.0
Galaxy S25,Samsung,44850.3,Android,casual,"Worst screen ever and the design completely ruins the experience every minute.||Very frustrating performance and the portability constantly lags making usage extremely irritating.||The charging is horrible and the battery makes the entire device annoying to use.||Did not expect such great screen and camera, this phone truly shocked me.||I love the reliable screen and the heating works perfectly in all situations.||Bad usability with extremely poor portability, this phone should be avoided at all costs.||The battery is poor and the charging does not offer good reliability sadly.||The camera feels okay and the audio delivers a standard experience overall.||Very happy with the strong usability and the display experience every single day.||The display feels okay and the usability delivers a standard experience overall.",https://www.amazon.in/samsung,40.0
Xiaomi 14,Xiaomi,116126.44,Android,productivity,"Amazing surprise with the excellent usability and the heating functioning smoothly always.||The performance feels okay and the heating delivers a standard experience overall.||Weak audio paired with inconsistent battery results in an unsatisfying experience daily.||Average portability performance paired with a stable display suitable for casual users.||Excellent heating quality and the camera makes the phone enjoyable for long usage.||Bad usability with extremely poor design, this phone should be avoided at all costs.||The portability is horrible and the usability makes the entire device annoying to use.||Amazing battery and performance combination, making this phone feel premium and fast.||The audio underperforms sometimes and the camera feels weaker than expected overall.||Wow, the performance performance and the camera efficiency were much better than expected.||Weak display paired with inconsistent heating results in an unsatisfying experience daily.",https://www.amazon.in/xiaomi,50.0
Moto Edge 50 Ultra,Motorola,62763.24,Android,entertainment,"Surprisingly strong audio and the software performs far better than I expected initially.||The camera gives trouble and the portability feels disappointing compared to other phones.||The performance is fine and the design works decently for normal tasks daily.||Terrible heating performance and the audio feels broken, this phone is unacceptable.||Very happy with the strong charging and the audio experience every single day.||Average camera performance paired with a stable battery suitable for casual users.||Terrible design performance and the performance feels broken, this phone is unacceptable.||Average audio performance paired with a stable screen suitable for casual users.||I love the reliable performance and the usability works perfectly in all situations.||Very frustrating charging and the heating constantly lags making usage extremely irritating.||The heating is impressive and the audio performance feels smooth during everyday use.",https://www.amazon.in/motorola,50.0
Pixel 9a,Google,157261.58,Android,gaming,"Excellent screen quality and the audio makes the phone enjoyable for long usage.||Worst performance ever and the screen completely ruins the experience every minute.||Amazing performance and portability combination, making this phone feel premium and fast.||Nothing special but charging and design work normally for basic phone requirements.||The design is horrible and the battery makes the entire device annoying to use.||Excellent audio quality and the software makes the phone enjoyable for long usage.||Very frustrating display and the design constantly lags making usage extremely irritating.||Bad battery with extremely poor screen, this phone should be avoided at all costs.||The heating is horrible and the display makes the entire device annoying to use.||The design gives trouble and the battery feels disappointing compared to other phones.||The software is impressive and the screen performance feels smooth during everyday use.",https://www.flipkart.com/google-phones,40.0
